,id,Date,source,symbols,dayofweek
10039,1018863144700178400,2018-07-16,OlympiaReport,TROW,Mon
10040,1018863194465620000,2018-07-16,TDANetwork,TWX,Mon
10041,1018863360220254200,2018-07-16,ConsumerFeed,AEE,Mon
10042,1018863371918168000,2018-07-16,ConsumerFeed,HSIC,Mon
10043,1018863378490708000,2018-07-16,OfficialHemp,STZ,Mon
10044,1018863431535943700,2018-07-16,Quant_Dynamics,UPS,Mon
10045,1018863453019213800,2018-07-16,austintrader95,CRZO,Mon
10046,1018863461445406700,2018-07-16,ZolmaxNews,HES,Mon
10047,1018863482790404100,2018-07-16,dakotafinancial,CRZO,Mon
10048,1018863486129135600,2018-07-16,dakotafinancial,HES,Mon
10049,1018863583709552600,2018-07-16,InsiderAlertsIA,RSG,Mon
10050,1018863962014830600,2018-07-16,ledgerzette,GIS,Mon
10051,1018864020454027300,2018-07-16,Victor_Meykson,BBBY,Mon
10052,1018864198154059800,2018-07-16,ChSWagner,EA,Mon
10053,1018864256005967900,2018-07-16,benignopf,ETFC,Mon
10054,1018864494594969600,2018-07-16,dispatchtribune,MET,Mon
10055,1018864505307254800,2018-07-16,OlympiaReport,MET,Mon
10056,1018864518380838900,2018-07-16,optioncharts,RHT,Mon
10057,1018864599884542000,2018-07-16,worldnews714,SPG,Mon
10058,1018864796312264700,2018-07-16,WatchlistN,PRU,Mon
10059,1018865012100747300,2018-07-16,dakotafinancial,PEG,Mon
10060,1018865091708678100,2018-07-16,MareaInformativ,LLL,Mon
10061,1018865112516612100,2018-07-16,MagnoliaG2012,JNPR,Mon
10062,1018865181005434900,2018-07-16,ledgerzette,PEG,Mon
10063,1018865205223264300,2018-07-16,salomon69479215,BZUN,Mon
10064,1018865279663665200,2018-07-16,theflynews,UPS,Mon
10065,1018865281756565500,2018-07-16,theflynews,HAS,Mon
10066,1018865283623108600,2018-07-16,theflynews,HAS,Mon
10067,1018865336911663100,2018-07-16,StockMetrixApp,RHI,Mon
10068,1018865342087458800,2018-07-16,SAlphaTrending,TAP,Mon
10069,1018865363474190300,2018-07-16,AlertTrade,ENDP,Mon
10070,1018865394776453100,2018-07-16,VetrRatings,BZUN,Mon
10071,1018865414120624100,2018-07-16,SykesFanClub,REGN,Mon
10072,1018865443044503600,2018-07-16,gh861578,CPB,Mon
10073,1018865515173998600,2018-07-16,Allstocknews,UTX,Mon
10074,1018865548510351400,2018-07-16,MC_OptionTrades,ESRX,Mon
10075,1018865783068352500,2018-07-16,optioncharts,SYF,Mon
10076,1018865793621250000,2018-07-16,OlympiaReport,LLL,Mon
10077,1018865865104744400,2018-07-16,TickerReport,TSCO,Mon
10078,1018865929176911900,2018-07-16,dispatchtribune,LLL,Mon
10079,1018865971665260500,2018-07-16,usratings,AMT,Mon
10080,1018866012073136100,2018-07-16,ZolmaxNews,ALXN,Mon
10081,1018866058084708400,2018-07-16,liveoptiondata,AABA,Mon
10082,1018866117152997400,2018-07-16,Allstocknews,NRG,Mon
10083,1018866132265177100,2018-07-16,theoldcurrency,APRN,Mon
10084,1018866178750668800,2018-07-16,WatchlistN,TSCO,Mon
10085,1018866289853509600,2018-07-16,MareaInformativ,AVY,Mon
10086,1018866441682968600,2018-07-16,SeekingAlpha,HSY,Mon
10087,1018866468631572500,2018-07-16,Clover_Trading,APA,Mon
10088,1018866585455550500,2018-07-16,Er1kSF,BZUN,Mon
10089,1018866587825303600,2018-07-16,TrueBubbleHead,HES,Mon
10090,1018866601385316400,2018-07-16,SeekingAlpha,HRL,Mon
10091,1018866676241068000,2018-07-16,bibeypost_stock,ADSK,Mon
10092,1018866850862690300,2018-07-16,shortvolumes,FLR,Mon
10093,1018866986887987200,2018-07-16,mil_tama,APC,Mon
10094,1018867041468641300,2018-07-16,optioncharts,SRCL,Mon
10095,1018867252764917800,2018-07-16,hotpennyalerts,UPS,Mon
10096,1018867280241971200,2018-07-16,brianfires,MNK,Mon
10097,1018867314161324000,2018-07-16,lilnickysmith,FLR,Mon
10098,1018867337443921900,2018-07-16,PerpetualGains,FL,Mon
10099,1018867417693507600,2018-07-16,ledgerzette,AYI,Mon
10100,1018867429584367600,2018-07-16,MarketChmln,LNT,Mon
10101,1018867577093836800,2018-07-16,247mjNEWS,STZ,Mon
10102,1018867583657893900,2018-07-16,MagnoliaG2012,DLTR,Mon
10103,1018867585771810800,2018-07-16,andrescardenal,AMG,Mon
10104,1018867903725125600,2018-07-16,InfinitusCap,VLO,Mon
10105,1018867916836626400,2018-07-16,SwingTradeBot,LH,Mon
10106,1018868081391751200,2018-07-16,PerpetualGains,FL,Mon
10107,1018868234823651300,2018-07-16,jedimarkus77,COST,Mon
10108,1018868277924237300,2018-07-16,MagnoliaG2012,ED,Mon
10109,1018868321624707100,2018-07-16,optioncharts,PH,Mon
10110,1018868364779741200,2018-07-16,JoeyExperience,TROW,Mon
10111,1018868526201954300,2018-07-16,PerpetualGains,FL,Mon
10112,1018868564474900500,2018-07-16,CrudeAdventures,VLO,Mon
10113,1018868585173868500,2018-07-16,WinfieldSmart,SRCL,Mon
10114,1018868622171738100,2018-07-16,ledgerzette,IVZ,Mon
10115,1018868642375757800,2018-07-16,TheMarketsDaily,IVZ,Mon
10116,1018868712332460000,2018-07-16,tgtxdough,ALXN,Mon
10117,1018868821661061100,2018-07-16,hkbbcatt,ALXN,Mon
10118,1018868882591895600,2018-07-16,WatchlistN,HCA,Mon
10119,1018868960299814900,2018-07-16,stockbard,TAP,Mon
10120,1018868980646281200,2018-07-16,freedomrocks23,COST,Mon
10121,1018869041073721300,2018-07-16,NickPoulopoulos,COG,Mon
10122,1018869086460219400,2018-07-16,PerpetualGains,FL,Mon
10123,1018869091258519600,2018-07-16,US_proptrader,ENDP,Mon
10124,1018869112536289300,2018-07-16,androsForm,COG,Mon
10125,1018869127832920000,2018-07-16,dakotafinancial,IVZ,Mon
10126,1018869314047406100,2018-07-16,OlympiaReport,ALGN,Mon
10127,1018869501499203600,2018-07-16,dispatchtribune,MYL,Mon
10128,1018869596735070200,2018-07-16,QuantchaIdeas,ACN,Mon
10129,1018869597682970600,2018-07-16,optioncharts,TAP,Mon
10130,1018869822489231400,2018-07-16,QuantchaIdeas,COST,Mon
10131,1018869826549411800,2018-07-16,TheMarketsDaily,LLL,Mon
10132,1018870148336238600,2018-07-16,ChrisDenk,CTXS,Mon
10133,1018870422593572900,2018-07-16,RatingsNetwork,HCP,Mon
10134,1018870540856160300,2018-07-16,ATMcharts,UA,Mon
10135,1018870619763544000,2018-07-16,PiperJaffrayCo,BBY,Mon
10136,1018870639434727400,2018-07-16,chihaphoto510,TRIP,Mon
10137,1018870688298381300,2018-07-16,chihaphoto510,TRIP,Mon
10138,1018870787879686100,2018-07-16,ThisLincolnian,MAT,Mon
10139,1018870866321530900,2018-07-16,ZolmaxNews,ILMN,Mon
10140,1018870928430772200,2018-07-16,optioncharts,MDLZ,Mon
10141,1018871153778049000,2018-07-16,AlertTrade,PRGO,Mon
10142,1018871155934007300,2018-07-16,FalconStocks,NRG,Mon
10143,1018871156693241900,2018-07-16,MareaInformativ,APA,Mon
10144,1018871203912667100,2018-07-16,BullandMoon,HTZ,Mon
10145,1018871372121104400,2018-07-16,WatchlistN,INCY,Mon
10146,1018871376139116500,2018-07-16,FinInvTr,MCHP,Mon
10147,1018871380639707100,2018-07-16,shortvolumes,JCI,Mon
10148,1018871381121908700,2018-07-16,FinInvTr,INTU,Mon
10149,1018871429209698300,2018-07-16,42Stocks,UPS,Mon
10150,1018871433840164900,2018-07-16,42Stocks,UPS,Mon
10151,1018871435631190000,2018-07-16,42Stocks,UPS,Mon
10152,1018871489456738300,2018-07-16,dakotafinancial,APA,Mon
10153,1018871528098803700,2018-07-16,WeekHerald,MAT,Mon
10154,1018871615977934800,2018-07-16,offbeatoperator,ALGN,Mon
10155,1018871703521329200,2018-07-16,ARatings,AMG,Mon
10156,1018871736643792900,2018-07-16,dailypoliticaln,ILMN,Mon
10157,1018871741924429800,2018-07-16,realmike8821,UTX,Mon
10158,1018871877333405700,2018-07-16,FalconStocks,FMSA,Mon
10159,1018871916281647100,2018-07-16,NickSantiago01,KSU,Mon
10160,1018872029360074800,2018-07-16,ledgerzette,FNSR,Mon
10161,1018872031272632300,2018-07-16,ledgerzette,HSIC,Mon
10162,1018872185388138500,2018-07-16,optioncharts,AVY,Mon
10163,1018872185392418800,2018-07-16,FalconStocks,ODP,Mon
10164,1018872226626592800,2018-07-16,ThisLincolnian,ETFC,Mon
10165,1018872229369696300,2018-07-16,TheMarketsDaily,ALGN,Mon
10166,1018872290195451900,2018-07-16,CapitalQuail,BZUN,Mon
10167,1018872617393008600,2018-07-16,SeanPatin,APRN,Mon
10168,1018872699878281200,2018-07-16,WeekHerald,ETFC,Mon
10169,1018872758976081900,2018-07-16,TopStockAlerts1,UPS,Mon
10170,1018872772892774400,2018-07-16,TranscriptDaily,ALGN,Mon
10171,1018872827280175100,2018-07-16,MdBaizidhosen1,NRG,Mon
10172,1018872850961387500,2018-07-16,mwmorriscapital,BZUN,Mon
10173,1018872892803690500,2018-07-16,ArrayBiopharma,ARRY,Mon
10174,1018872896909803500,2018-07-16,SAlphaTrending,HSY,Mon
10175,1018872916572803100,2018-07-16,websofttechies,ON,Mon
10176,1018872928941887500,2018-07-16,websofttechies,AES,Mon
10177,1018872935816269800,2018-07-16,SwingTradeBot,HTZ,Mon
10178,1018872936281886700,2018-07-16,SwingTradeBot,WDC,Mon
10179,1018872965058973700,2018-07-16,dailypoliticaln,AMTD,Mon
10180,1018872981114650600,2018-07-16,OphirGottlieb,COST,Mon
10181,1018873007689777200,2018-07-16,LargeVoidBot,WDC,Mon
10182,1018873034248212500,2018-07-16,TickerReport,AMTD,Mon
10183,1018873075528622100,2018-07-16,CapitalQuail,ALGN,Mon
10184,1018873086416969700,2018-07-16,GNWLive,UPS,Mon
10185,1018873124383686700,2018-07-16,InfinitusCap,VLO,Mon
10186,1018873177861214200,2018-07-16,TickwatcherMF,PRGO,Mon
10187,1018873179412938800,2018-07-16,AlertTrade,APRN,Mon
10188,1018873192956428300,2018-07-16,ThomasRice16,JNPR,Mon
10189,1018873383621099500,2018-07-16,DNev47,HSY,Mon
10190,1018873503767040000,2018-07-16,optioncharts,CPB,Mon
10191,1018873577930571800,2018-07-16,TopStockAlerts1,PRU,Mon
10192,1018873691130683400,2018-07-16,GarySMorrow,BBBY,Mon
10193,1018873704024035300,2018-07-16,OfficialHemp,MON,Mon
10194,1018873735879807000,2018-07-16,sep_sal,UA,Mon
10195,1018873763688050700,2018-07-16,OptionsMaxPain,WDC,Mon
10196,1018873900762058800,2018-07-16,StocksPredictr,DISCA,Mon
10197,1018873978134253600,2018-07-16,Briefingcom,EFX,Mon
10198,1018874041829032000,2018-07-16,TopStockAlerts1,AIZ,Mon
10199,1018874151656968200,2018-07-16,OlympiaReport,HIBB,Mon
10200,1018874177917542400,2018-07-16,TopStockAlerts1,HAS,Mon
10201,1018874184888389600,2018-07-16,vieiraUAE,HTZ,Mon
10202,1018874188822532100,2018-07-16,KymLang,FRT,Mon
10203,1018874269198057500,2018-07-16,Dwyanosaurus,HON,Mon
10204,1018874279801352200,2018-07-16,_mike_ohara_,NTNX,Mon
10205,1018874322709033000,2018-07-16,Horustoo,TAP,Mon
10206,1018874377243451400,2018-07-16,TNR_Gold,GG,Mon
10207,1018874378845675500,2018-07-16,liveoptiondata,NRG,Mon
10208,1018874396868599800,2018-07-16,FinInvTr,SNPS,Mon
10209,1018874443735687200,2018-07-16,TNR_Gold,GG,Mon
10210,1018874462836609000,2018-07-16,TNR_Gold,GG,Mon
10211,1018874576971890700,2018-07-16,DKellerCMT,STT,Mon
10212,1018874581376032800,2018-07-16,ai_autonomous,HTZ,Mon
10213,1018874623042125800,2018-07-16,dispatchtribune,HIBB,Mon
10214,1018874650628100100,2018-07-16,stockmarkettv,HTZ,Mon
10215,1018874657208971300,2018-07-16,TopStockAlerts1,STT,Mon
10216,1018874672723714000,2018-07-16,dispatchtribune,SNPS,Mon
10217,1018874676959834100,2018-07-16,KymLang,KIM,Mon
10218,1018874689119277000,2018-07-16,MrMiyagann,RCL,Mon
10219,1018874709172281300,2018-07-16,stockelite,UPS,Mon
10220,1018874774032748500,2018-07-16,spencersoper,BBY,Mon
10221,1018874815577542700,2018-07-16,TopStockAlerts1,HON,Mon
10222,1018874905235017700,2018-07-16,TheLemonsInvest,HP,Mon
10223,1018874970129121300,2018-07-16,mastertraderMTA,HTZ,Mon
10224,1018874972415160300,2018-07-16,sep_sal,EFX,Mon
10225,1018875075301396500,2018-07-16,TopStockAlerts1,KMX,Mon
10226,1018875224127950800,2018-07-16,sep_sal,STT,Mon
10227,1018875255845216300,2018-07-16,KevinMchorse,HON,Mon
10228,1018875329388122100,2018-07-16,WatchlistN,MCHP,Mon
10229,1018875360467877900,2018-07-16,whatsonthorold2,WM,Mon
10230,1018875362212827100,2018-07-16,whatsonthorold2,ZTS,Mon
10231,1018875464352518100,2018-07-16,fred5068fred,UPS,Mon
10232,1018875469784117200,2018-07-16,mmahotstuff1,WM,Mon
10233,1018875474397876200,2018-07-16,RCR52,ARRY,Mon
10234,1018875480588673000,2018-07-16,OlympiaReport,SNPS,Mon
10235,1018875614210723800,2018-07-16,minqiang_li,HES,Mon
10236,1018875740702629900,2018-07-16,Optionsonar1,NRG,Mon
10237,1018875888639860700,2018-07-16,pelias01,IRM,Mon
10238,1018875927915319300,2018-07-16,professorzinnel,TMO,Mon
10239,1018876039412535300,2018-07-16,usratings,PH,Mon
10240,1018876046534430700,2018-07-16,bibeypost_stock,WM,Mon
10241,1018876059385770000,2018-07-16,bibeypost_stock,ZTS,Mon
10242,1018876501754867700,2018-07-16,whatsonthorold2,CY,Mon
10243,1018876539411292200,2018-07-16,whatsonthorold2,INTU,Mon
10244,1018876544587063300,2018-07-16,whatsonthorold2,ACN,Mon
10245,1018876618784301000,2018-07-16,mmahotstuff1,CY,Mon
10246,1018876630771650600,2018-07-16,mmahotstuff1,INTU,Mon
10247,1018876636161298400,2018-07-16,mmahotstuff1,ACN,Mon
10248,1018876685373014000,2018-07-16,whatsonthorold2,IDXX,Mon
10249,1018876713437220900,2018-07-16,pelias01,AN,Mon
10250,1018876763907285000,2018-07-16,mmahotstuff1,IDXX,Mon
10251,1018876764515389400,2018-07-16,TradeOnCHX,AABA,Mon
10252,1018876778411065300,2018-07-16,NCBenWilliams,TJX,Mon
10253,1018876795200958500,2018-07-16,RatingsNetwork,REGN,Mon
10254,1018876871772024800,2018-07-16,bibeypost_stock,ACN,Mon
10255,1018876972024389600,2018-07-16,bibeypost_stock,CY,Mon
10256,1018876975539216400,2018-07-16,bibeypost_stock,INTU,Mon
10257,1018877049795162100,2018-07-16,REALITYofJNJ,STT,Mon
10258,1018877108456771600,2018-07-16,bibeypost_stock,IDXX,Mon
10259,1018877200026820600,2018-07-16,AmyShahPatel,TMO,Mon
10260,1018877207651860500,2018-07-16,AlertTrade,JEC,Mon
10261,1018877289206083600,2018-07-16,FASTGraphs,SWK,Mon
10262,1018877349176148000,2018-07-16,optioncharts,HIG,Mon
10263,1018877432596783100,2018-07-16,TalkMarkets,KMX,Mon
10264,1018877441387814900,2018-07-16,MarketsUpChuck,ROP,Mon
10265,1018877869219512300,2018-07-16,42Stocks,UPS,Mon
10266,1018878171008196600,2018-07-16,FinInvTr,SYMC,Mon
10267,1018878265551982600,2018-07-16,JaredPickens2,UTX,Mon
10268,1018878485903753200,2018-07-16,mcmain320,EMN,Mon
10269,1018878593756119000,2018-07-16,NewYorkbuffett,HRL,Mon
10270,1018878667479396400,2018-07-16,NewYorkbuffett,HSY,Mon
10271,1018878674404331500,2018-07-16,belle_aura,APRN,Mon
10272,1018878722856898600,2018-07-16,whotrades,JNPR,Mon
10273,1018878730410786800,2018-07-16,TheAroraReport,BHGE,Mon
10274,1018878969867898900,2018-07-16,TheAroraReport,BHGE,Mon
10275,1018879001870430200,2018-07-16,TheAroraReport,BHGE,Mon
10276,1018879168883445800,2018-07-16,whatsonthorold2,ROST,Mon
10277,1018879177653669900,2018-07-16,Benzinga,NDAQ,Mon
10278,1018879272172310500,2018-07-16,RatingsNetwork,NBL,Mon
10279,1018879422508781600,2018-07-16,MC_OptionTrades,PXD,Mon
10280,1018879428242427900,2018-07-16,FinInvTr,FLEX,Mon
10281,1018879511805546500,2018-07-16,OI_Chief,COF,Mon
10282,1018879527425134600,2018-07-16,whatsonthorold2,HDS,Mon
10283,1018879534941208600,2018-07-16,keya5000,PXD,Mon
10284,1018879568663498800,2018-07-16,VegasTours,EIX,Mon
10285,1018879622648356900,2018-07-16,mmahotstuff1,HDS,Mon
10286,1018879648707461100,2018-07-16,15minofPham,MDLZ,Mon
10287,1018879732186861600,2018-07-16,JHaliAssoc,JWN,Mon
10288,1018879732820201500,2018-07-16,usdollar350,EMN,Mon
10289,1018879753074495500,2018-07-16,bibeypost_stock,ROST,Mon
10290,1018879787698409500,2018-07-16,dailypoliticaln,YNDX,Mon
10291,1018879792832229400,2018-07-16,GovConWire,UTX,Mon
10292,1018879870326181900,2018-07-16,ThisLincolnian,MSI,Mon
10293,1018879933882470400,2018-07-16,optioncharts,DTE,Mon
10294,1018880010168537100,2018-07-16,bibeypost_stock,HDS,Mon
10295,1018880068750336000,2018-07-16,ZolmaxNews,YNDX,Mon
10296,1018880103785394200,2018-07-16,TheMarketsDaily,TRIP,Mon
10297,1018880152485449700,2018-07-16,whatsonthorold2,MAR,Mon
10298,1018880162719510500,2018-07-16,StateStreet,STT,Mon
10299,1018880276867342300,2018-07-16,SeekingAlpha,DRI,Mon
10300,1018880292986110000,2018-07-16,YuZhu4,ALXN,Mon
10301,1018880298665300000,2018-07-16,mmahotstuff1,MAR,Mon
10302,1018880342478991400,2018-07-16,ConsumerFeed,AMT,Mon
10303,1018880352121737200,2018-07-16,TranscriptDaily,JCI,Mon
10304,1018880416151998500,2018-07-16,US_proptrader,DVN,Mon
10305,1018880457750921200,2018-07-16,SAlphaTech,AET,Mon
10306,1018880473748078600,2018-07-16,reurope_stock,MAR,Mon
10307,1018880542480232400,2018-07-16,MareaInformativ,WM,Mon
10308,1018880588781162500,2018-07-16,bibeypost_stock,MAR,Mon
10309,1018880596590800900,2018-07-16,quasiloco,UPS,Mon
10310,1018880606309158900,2018-07-16,andrewnyquist,STT,Mon
10311,1018880690480406500,2018-07-16,FinInvTr,NTNX,Mon
10312,1018880917857800200,2018-07-16,dailypoliticaln,DISCA,Mon
10313,1018881000057733100,2018-07-16,ZolmaxNews,JEC,Mon
10314,1018881009557831700,2018-07-16,whatsonthorold2,DHI,Mon
10315,1018881080135385100,2018-07-16,TickerReport,DISCA,Mon
10316,1018881084803731500,2018-07-16,mmahotstuff1,DHI,Mon
10317,1018881124507045900,2018-07-16,TickerReport,MO,Mon
10318,1018881184309416000,2018-07-16,liveoptiondata,GLUU,Mon
10319,1018881197097783300,2018-07-16,FinInvTr,CY,Mon
10320,1018881249467699200,2018-07-16,NewYorkbuffett,TAP,Mon
10321,1018881264546406400,2018-07-16,TheBurdetteLawF,ZNGA,Mon
10322,1018881297186369500,2018-07-16,bingdrinkkick,LOW,Mon
10323,1018881411732987900,2018-07-16,Couzin_Vinny,BZUN,Mon
10324,1018881495153295400,2018-07-16,schaeffers,EA,Mon
10325,1018881535683022800,2018-07-16,teresaarthur66,LOW,Mon
10326,1018881598215917600,2018-07-16,ruipsilva75,ALGN,Mon
10327,1018881663647043600,2018-07-16,whatsonthorold2,IDXX,Mon
10328,1018881687172853800,2018-07-16,Sufiy,GG,Mon
10329,1018881710769963000,2018-07-16,bibeypost_stock,DHI,Mon
10330,1018881736053264400,2018-07-16,mmahotstuff1,IDXX,Mon
10331,1018881930249621500,2018-07-16,IT_Jobs_germany,GG,Mon
10332,1018881951439171600,2018-07-16,shortvolumes,DLTR,Mon
10333,1018881957462200300,2018-07-16,FinGuruok,FOX,Mon
10334,1018881972578512900,2018-07-16,ramcqueary,HCA,Mon
10335,1018881997572329500,2018-07-16,bibeypost_stock,IDXX,Mon
10336,1018882135535640600,2018-07-16,Sufiy,GG,Mon
10337,1018882137494294500,2018-07-16,Allstocknews,FE,Mon
10338,1018882166346920000,2018-07-16,Sufiy,GG,Mon
10339,1018882330704957400,2018-07-16,usratings,WAT,Mon
10340,1018882388460310500,2018-07-16,MarketCurrents,FLR,Mon
10341,1018882476196888600,2018-07-16,optioncharts,AMT,Mon
10342,1018882508677570600,2018-07-16,fr357878,CBS,Mon
10343,1018882598938898400,2018-07-16,KevinStAug,FLR,Mon
10344,1018882613359120400,2018-07-16,whatsonthorold2,DLR,Mon
10345,1018882670359732200,2018-07-16,whatsonthorold2,HIG,Mon
10346,1018882761841659900,2018-07-16,whatsonthorold2,WEC,Mon
10347,1018882809660956700,2018-07-16,mmahotstuff1,DLR,Mon
10348,1018882848370102300,2018-07-16,teresaarthur66,SYF,Mon
10349,1018882868251111400,2018-07-16,mmahotstuff1,HIG,Mon
10350,1018882888455123000,2018-07-16,FoundryNewsBot,FOX,Mon
10351,1018882900836651000,2018-07-16,mmahotstuff1,WEC,Mon
10352,1018883104696619000,2018-07-16,bibeypost_stock,DLR,Mon
10353,1018883164318691300,2018-07-16,bibeypost_stock,HIG,Mon
10354,1018883180961648600,2018-07-16,bibeypost_stock,WEC,Mon
10355,1018883196879032300,2018-07-16,whatsonthorold2,TSCO,Mon
10356,1018883303368216600,2018-07-16,mmahotstuff1,TSCO,Mon
10357,1018883304836214800,2018-07-16,dispatchtribune,DISCA,Mon
10358,1018883334200549400,2018-07-16,VegasTours,EIX,Mon
10359,1018883369147490300,2018-07-16,cpowerfitness,NTNX,Mon
10360,1018883385849204700,2018-07-16,sanat1907,TRIP,Mon
10361,1018883484088262700,2018-07-16,EpikTrades2018,ZNGA,Mon
10362,1018883519513276400,2018-07-16,Allstocknews,CCL,Mon
10363,1018883549926252500,2018-07-16,LithiumSpot,GG,Mon
10364,1018883572344770600,2018-07-16,teresaarthur66,SWK,Mon
10365,1018883637025140700,2018-07-16,bibeypost_stock,TSCO,Mon
10366,1018883794156187600,2018-07-16,Briefingcom,LH,Mon
10367,1018883859411341300,2018-07-16,optioncharts,STT,Mon
10368,1018883916428726300,2018-07-16,ThisLincolnian,FBHS,Mon
10369,1018883917653397500,2018-07-16,liveoptiondata,SYF,Mon
10370,1018883921679913000,2018-07-16,ThisLincolnian,SLCA,Mon
10371,1018883939853889500,2018-07-16,skatroni_xxx,SRCL,Mon
10372,1018883943154704400,2018-07-16,traderstewie,TJX,Mon
10373,1018884019541377000,2018-07-16,VegasTours,EIX,Mon
10374,1018884241172652000,2018-07-16,ConsumerFeed,SJM,Mon
10375,1018884304255012900,2018-07-16,OI_Chief,AET,Mon
10376,1018884306599600100,2018-07-16,equitiesinc,FRT,Mon
10377,1018884313075601400,2018-07-16,TranscriptDaily,SLM,Mon
10378,1018884324605743100,2018-07-16,teresaarthur66,HAS,Mon
10379,1018884355563839500,2018-07-16,DaveRozay1,AMG,Mon
10380,1018884357744988200,2018-07-16,OI_Chief,JNPR,Mon
10381,1018884455010713600,2018-07-16,tomoki8685,TRIP,Mon
10382,1018884590830866400,2018-07-16,WeekHerald,BBT,Mon
10383,1018884670824558600,2018-07-16,WaltBTIG,TMUS,Mon
10384,1018884711337353200,2018-07-16,teresaarthur66,UPS,Mon
10385,1018884714420211700,2018-07-16,FinInvTr,LITE,Mon
10386,1018884724964708400,2018-07-16,GNWLive,QRVO,Mon
10387,1018884762176512000,2018-07-16,whatsonthorold2,DPS,Mon
10388,1018884834377240600,2018-07-16,mmahotstuff1,DPS,Mon
10389,1018884982616535000,2018-07-16,StocksPredictr,APC,Mon
10390,1018885063986106400,2018-07-16,bibeypost_stock,DPS,Mon
10391,1018885080222195700,2018-07-16,ThisLincolnian,ILMN,Mon
10392,1018885137352798200,2018-07-16,jodyjones305,NRG,Mon
10393,1018885146706096100,2018-07-16,optioncharts,MAA,Mon
10394,1018885188405923800,2018-07-16,HCPG,BZUN,Mon
10395,1018885220324560900,2018-07-16,FinInvTr,FEYE,Mon
10396,1018885238695526400,2018-07-16,epak23,KMB,Mon
10397,1018885275458719700,2018-07-16,42Stocks,UPS,Mon
10398,1018885503951818800,2018-07-16,FinInvTr,ZNGA,Mon
10399,1018885505050730500,2018-07-16,CoryNelsonFA,BBY,Mon
10400,1018885548746903600,2018-07-16,TranscriptDaily,MTD,Mon
10401,1018885585321254900,2018-07-16,dailypoliticaln,LLL,Mon
10402,1018885600995414000,2018-07-16,stockelite,QRVO,Mon
10403,1018885822706307100,2018-07-16,o_relius,TWX,Mon
10404,1018885853500846100,2018-07-16,dakotafinancial,MTD,Mon
10405,1018885859523907600,2018-07-16,whatsonthorold2,WU,Mon
10406,1018885872308162600,2018-07-16,FedPorn,HAS,Mon
10407,1018885925936488400,2018-07-16,mmahotstuff1,WU,Mon
10408,1018886086330904600,2018-07-16,whatsonthorold2,EA,Mon
10409,1018886175338192900,2018-07-16,mmahotstuff1,EA,Mon
10410,1018886237174759400,2018-07-16,ledgerzette,LH,Mon
10411,1018886281248505900,2018-07-16,bibeypost_stock,WU,Mon
10412,1018886291952320500,2018-07-16,TheLincolnList,BZUN,Mon
10413,1018886337171263500,2018-07-16,ZolmaxNews,DLR,Mon
10414,1018886385422536700,2018-07-16,ThisLincolnian,CINF,Mon
10415,1018886421984284700,2018-07-16,optioncharts,NTAP,Mon
10416,1018886425910136800,2018-07-16,ZolmaxNews,LLL,Mon
10417,1018886436131692500,2018-07-16,VegasTours,HTZ,Mon
10418,1018886450706894800,2018-07-16,WatchlistN,FITB,Mon
10419,1018886458470486000,2018-07-16,WatchlistN,STI,Mon
10420,1018886466066403300,2018-07-16,bibeypost_stock,EA,Mon
10421,1018886483292442600,2018-07-16,shortvolumes,HES,Mon
10422,1018886502460338200,2018-07-16,str8toace,HSY,Mon
10423,1018886589748039700,2018-07-16,TheMarketsDaily,PRU,Mon
10424,1018886720031481900,2018-07-16,OlympiaReport,MET,Mon
10425,1018886729619656700,2018-07-16,OlympiaReport,ETFC,Mon
10426,1018886751618728000,2018-07-16,ConsumerFeed,AIG,Mon
10427,1018886753632116700,2018-07-16,ConsumerFeed,HCA,Mon
10428,1018886757050351600,2018-07-16,ConsumerFeed,TMK,Mon
10429,1018886760380751900,2018-07-16,TranscriptDaily,PRU,Mon
10430,1018886761165082600,2018-07-16,TranscriptDaily,DRI,Mon
10431,1018886828022067200,2018-07-16,traderstewie,BZUN,Mon
10432,1018886877649268700,2018-07-16,MareaInformativ,TMK,Mon
10433,1018886879855501300,2018-07-16,MareaInformativ,CINF,Mon
10434,1018886899912663000,2018-07-16,MareaInformativ,ETFC,Mon
10435,1018886907554619400,2018-07-16,TickerReport,EW,Mon
10436,1018886911136550900,2018-07-16,MareaInformativ,CAH,Mon
10437,1018886911744729100,2018-07-16,MareaInformativ,DRI,Mon
10438,1018886911782522900,2018-07-16,TickerReport,SLM,Mon
10439,1018886918719918100,2018-07-16,MareaInformativ,AIG,Mon
10440,1018886920305332200,2018-07-16,MareaInformativ,PRU,Mon
10441,1018886929985699800,2018-07-16,StocksThatGo,DRI,Mon
10442,1018886941121663000,2018-07-16,MareaInformativ,DLR,Mon
10443,1018886954254065700,2018-07-16,dispatchtribune,ETFC,Mon
10444,1018886960776171500,2018-07-16,dispatchtribune,MET,Mon
10445,1018886988047552500,2018-07-16,dailypoliticaln,SLM,Mon
10446,1018887012798091300,2018-07-16,dailypoliticaln,EW,Mon
10447,1018887186689638400,2018-07-16,BB_Investing,BZUN,Mon
10448,1018887239366074400,2018-07-16,ProTradersNews,UTX,Mon
10449,1018887316239200300,2018-07-16,PUGGS_,EA,Mon
10450,1018887460976316400,2018-07-16,WatchlistN,FLR,Mon
